Año,Lugar,Zona,Numero,turistasINE,yhat_full,median_inc,Población,distance (km),distance,CT_(€),OC_(€),TC
2021,Aragón,España,9655,674,1.4085597842206858e+293,49.64657534246575,1326261.0,235.3099291320516,235.3099291320516,30.59029078716671,16.548858447488584,47.13914923465529
2021,Castilla y León,España,4827,233,4.216079246208329e+101,45.72054794520548,2383139.0,646.1195756571947,646.1195756571947,83.99554483543531,15.240182648401827,99.23572748383714
2021,Andalucía,España,14482,289,8.818602191274965e+125,34.893150684931506,8472407.0,962.3562627414026,962.3562627414026,125.10631415638234,11.631050228310501,136.73736438469285
2021,Illes Balears,España,9655,220,9.529727902367202e+95,43.19178082191781,1173008.0,495.6495095435792,495.6495095435792,64.43443624066529,14.397260273972602,78.8316965146379
2021,Castilla - La Mancha,España,4827,123,7.120586326889338e+53,38.50410958904109,2049562.0,620.4587918704508,620.4587918704508,80.6596429431586,12.83470319634703,93.49434613950564
2021,Navarra,España,4827,245,6.861870983226278e+106,57.41095890410959,661537.0,286.01252757864205,286.01252757864205,37.181628585223464,19.136986301369863,56.31861488659332
2019,Cataluña,España,332228,20291,inf,51.583561643835615,7763362.0,134.45114120810828,134.45114120810828,17.478648357054077,17.194520547945203,34.67316890499928
2019,Comunidade Valenciana,España,26578,2185,inf,41.843835616438355,5058138.0,494.72701402816926,494.72701402816926,64.314511823662,13.947945205479451,78.26245702914146
2019,Madrid,España,22149,1040,inf,52.61917808219178,6751251.0,601.781000716905,601.781000716905,78.23153009319766,17.539726027397258,95.77125612059493
2019,País Vasco,España,17719,475,5.298749467697559e+206,57.846575342465755,2213993.0,400.07641443408113,400.07641443408113,52.00993387643055,19.28219178082192,71.29212565725247
2019,Andalucía,España,8859,193,1.7911398206275706e+84,34.893150684931506,8472407.0,962.3562627414026,962.3562627414026,125.10631415638234,11.631050228310501,136.73736438469285
2019,Illes Balears,España,8859,97,3.637970947608805e+42,43.19178082191781,1173008.0,495.6495095435792,495.6495095435792,64.43443624066529,14.397260273972602,78.8316965146379
2019,Aragón,España,4430,642,1.7838234293167137e+279,49.64657534246575,1326261.0,235.3099291320516,235.3099291320516,30.59029078716671,16.548858447488584,47.13914923465529
2019,Castilla - La Mancha,España,4430,104,3.989519570547216e+45,38.50410958904109,2049562.0,620.4587918704508,620.4587918704508,80.6596429431586,12.83470319634703,93.49434613950564
2019,Castilla y León,España,4430,64,1.6948892444103338e+28,45.72054794520548,2383139.0,646.1195756571947,646.1195756571947,83.99554483543531,15.240182648401827,99.23572748383714
2020,Francia,Europa,12993,762,inf,44.098263876338834,67059887.0,342.3493536639868,342.3493536639868,89.01083195263656,14.699421292112945,103.71025324474951
2020,Alemania,Europa,2542,33,583461742527454.9,48.970494331393596,83132799.0,1764.5762257586712,1764.5762257586712,211.74914709104053,32.64699622092906,244.39614331196958
2020,Países Bajos,Europa,1977,163,1.6760811125908828e+71,51.75841254924639,17332850.0,1685.4568453881625,1685.4568453881625,337.0913690776325,34.50560836616425,371.5969774437968
2020,Andorra,Europa,2260,41,1.739274941520501e+18,114.08219178082192,77142.0,73.31659181049382,73.31659181049382,14.663318362098764,38.02739726027397,52.690715622372736
2020,Reino Unido,Europa,1130,68,9.253781725587789e+29,40.73926820158793,66834405.0,2035.8535611928376,2035.8535611928376,407.17071223856755,27.159512134391953,434.3302243729595
2021,Francia,Europa,15278,687,6.231657119844268e+298,44.098263876338834,67059887.0,342.3493536639868,342.3493536639868,89.01083195263656,14.699421292112945,103.71025324474951
2021,Países Bajos,Europa,6684,265,3.329140976453747e+115,51.75841254924639,17332850.0,1685.4568453881625,1685.4568453881625,337.0913690776325,34.50560836616425,371.5969774437968
2021,Alemania,Europa,3820,107,8.013164264000591e+46,48.970494331393596,83132799.0,1764.5762257586712,1764.5762257586712,211.74914709104053,32.64699622092906,244.39614331196958
2021,Bélgica,Europa,2865,102,5.399227610580169e+44,46.65004036095951,11484055.0,1375.837472948556,1375.837472948556,275.1674945897112,31.100026907306336,306.2675214970176
2021,Reino Unido,Europa,955,86,6.076030225056872e+37,40.73926820158793,66834405.0,2035.8535611928376,2035.8535611928376,407.17071223856755,27.159512134391953,434.3302243729595
2021,Italia,Europa,955,34,1586013452313430.8,36.789918193756705,60297396.0,1236.1864990768845,1236.1864990768845,247.2372998153769,24.526612129171134,271.76391194454806
2021,Andorra,Europa,955,32,214643579785916.1,114.08219178082192,77142.0,73.31659181049382,73.31659181049382,14.663318362098764,38.02739726027397,52.690715622372736
2019,Francia,Europa,24728,776,inf,44.098263876338834,67059887.0,342.3493536639868,342.3493536639868,89.01083195263656,14.699421292112945,103.71025324474951
2019,Países Bajos,Europa,44297,406,5.726036797524517e+176,51.75841254924639,17332850.0,1685.4568453881625,1685.4568453881625,337.0913690776325,34.50560836616425,371.5969774437968
2019,Alemania,Europa,9420,367,6.612555656075053e+159,48.970494331393596,83132799.0,1764.5762257586712,1764.5762257586712,211.74914709104053,32.64699622092906,244.39614331196958
2019,Reino Unido,Europa,4710,213,8.689987010810322e+92,40.73926820158793,66834405.0,2035.8535611928376,2035.8535611928376,407.17071223856755,27.159512134391953,434.3302243729595
2019,Bélgica,Europa,11775,107,8.013164264000591e+46,46.65004036095951,11484055.0,1375.837472948556,1375.837472948556,275.1674945897112,31.100026907306336,306.2675214970176
2019,Italia,Europa,2355,52,1.0413759433029089e+23,36.789918193756705,60297396.0,1236.1864990768845,1236.1864990768845,247.2372998153769,24.526612129171134,271.76391194454806
