Año,Zona,Lugar,Numero,median_inc,Población,distance (km)
2019,Europa,Alemania,1426.0,17874.23043095866,83132799.0,1764.5762257586703
2020,Europa,Alemania,531.0,17874.23043095866,83132799.0,1764.5762257586703
2021,Europa,Alemania,583.0,17874.23043095866,83132799.0,1764.5762257586703
2020,Europa,Andorra,76.0,,77142.0,73.31659181049382
2021,Europa,Andorra,32.0,,77142.0,73.31659181049382
2020,Europa,Argentina,76.0,5919.964819700967,44938712.0,12139.463571297081
2019,Europa,Austria,162.0,18972.73526824978,8877067.0,1672.398951956508
2020,Europa,Austria,207.0,18972.73526824978,8877067.0,1672.398951956508
2021,Europa,Austria,89.0,18972.73526824978,8877067.0,1672.398951956508
2020,Mundo,Brasil,81.0,3720.3166226912927,211049527.0,8848.117809181358
2019,Europa,Bélgica,943.0,17027.26473175022,11484055.0,1375.837472948556
2020,Europa,Bélgica,1612.0,17027.26473175022,11484055.0,1375.837472948556
2021,Europa,Bélgica,1820.0,17027.26473175022,11484055.0,1375.837472948556
2020,Europa,Colombia,31.0,2766.9305189094107,50339443.0,9539.402120725332
2019,Europa,Dinamarca,44.0,18111.69744942832,5818553.0,2520.9390101241975
2020,Europa,Dinamarca,325.0,18111.69744942832,5818553.0,2520.9390101241975
2021,Europa,Dinamarca,104.0,18111.69744942832,5818553.0,2520.9390101241975
2019,Mundo,Estados Unidos,238.0,21395.778364116093,328239523.0,13516.918464706845
2020,Mundo,Estados Unidos,347.0,21395.778364116093,328239523.0,13516.918464706845
2021,Mundo,Estados Unidos,68.0,21395.778364116093,328239523.0,13516.918464706845
2020,Europa,Emiratos arabes unidos,38.0,,,
2020,Europa,Estonia,32.0,11556.728232189973,1326590.0,3964.264821167172
2020,Europa,Finlandia,90.0,16439.753737906773,5520314.0,5171.344202459287
2019,Europa,Francia,8241.0,16095.866314863677,67059887.0,342.3493536639847
2020,Europa,Francia,20226.0,16095.866314863677,67059887.0,342.3493536639847
2021,Europa,Francia,9349.0,16095.866314863677,67059887.0,342.3493536639847
2019,Europa,Irlanda,80.0,15797.713280562884,4941444.0,2040.6768801086369
2020,Europa,Irlanda,37.0,15797.713280562884,4941444.0,2040.6768801086369
2019,Europa,Israel,274.0,10802.110817941952,9053300.0,4101.440431729829
2019,Europa,Italia,148.0,13428.320140721196,60297396.0,1236.1864990768836
2020,Europa,Italia,211.0,13428.320140721196,60297396.0,1236.1864990768836
2021,Europa,Italia,34.0,13428.320140721196,60297396.0,1236.1864990768836
2020,Europa,Japón,78.0,13319.261213720316,126264931.0,15295.114338219199
2021,Europa,Letonia,45.0,9171.503957783641,1912789.0,3648.55641541487
2020,Europa,Luxemburgo,34.0,24962.181178540017,619896.0,1295.2394453345782
2019,Europa,Países Bajos,1968.0,18891.820580474934,17332850.0,1685.4568453881625
2020,Europa,Países Bajos,1979.0,18891.820580474934,17332850.0,1685.4568453881625
2021,Europa,Países Bajos,2017.0,18891.820580474934,17332850.0,1685.4568453881625
2019,Europa,Portugal,94.0,9547.053649956024,10269417.0,1132.3984098506007
2020,Europa,Portugal,1410.0,9547.053649956024,10269417.0,1132.3984098506007
2021,Europa,Portugal,225.0,9547.053649956024,10269417.0,1132.3984098506007
2019,Europa,Reino Unido,2300.0,14869.832893579594,66834405.0,2035.8535611928376
2020,Europa,Reino Unido,2970.0,14869.832893579594,66834405.0,2035.8535611928376
2021,Europa,Reino Unido,707.0,14869.832893579594,66834405.0,2035.8535611928376
2019,Europa,Suecia,142.0,16632.36587510994,10285453.0,4337.633582975649
2020,Europa,Suecia,927.0,16632.36587510994,10285453.0,4337.633582975649
2020,Europa,Suiza,97.0,20657.87159190853,8574832.0,1049.5127745356458
2019,Europa,Total,21144.0,,,
2020,Europa,Total,37252.0,,,
2021,Europa,Total,20738.0,,,
2019,Europa,Total América,353.0,,,
2020,Europa,Total América,638.0,,,
2021,Europa,Total América,180.0,,,
2019,Europa,Total América del Norte,272.0,,,
2020,Europa,Total América del Norte,398.0,,,
2021,Europa,Total América del Norte,123.0,,,
2019,Europa,Total Asia,480.0,,,
2020,Europa,Total Asia,192.0,,,
2021,Europa,Total Asia,32.0,,,
2019,Europa,Total Europa,19658.0,,,
2020,Europa,Total Europa,36002.0,,,
2021,Europa,Total Europa,20040.0,,,
2020,Europa,Total Sudamérica,203.0,,,
2019,Europa,Total Unión Europea,16017.0,,,
2020,Europa,Total Unión Europea,30831.0,,,
2021,Europa,Total Unión Europea,17885.0,,,
2019,Europa,Total África,39.0,,,
