Año,Zona,Lugar,Numero,median_inc,Población,distance (km)
2019,España,Castilla y León,64.5,16688.0,2383139.0,289.8066724268796
2020,España,Castilla y León,260.0,16688.0,2383139.0,289.8066724268796
2021,España,Castilla y León,233.0,16688.0,2383139.0,289.8066724268796
2022,España,Castilla y León,390.0,16688.0,2383139.0,289.8066724268796
2023,España,Castilla y León,315.0,16688.0,2383139.0,289.8066724268796
2024,España,Castilla y León,150.0,16688.0,2383139.0,289.8066724268796
2019,España,Cataluña,20291.5,18828.0,7763362.0,984.8134316271115
2020,España,Cataluña,33492.5,18828.0,7763362.0,984.8134316271115
2021,España,Cataluña,33573.5,18828.0,7763362.0,984.8134316271115
2022,España,Cataluña,35559.0,18828.0,7763362.0,984.8134316271115
2023,España,Cataluña,37483.5,18828.0,7763362.0,984.8134316271115
2024,España,Cataluña,13155.5,18828.0,7763362.0,984.8134316271115
2019,España,Comunidade Valenciana,2185.5,15273.0,5058138.0,860.4477076672661
2020,España,Comunidade Valenciana,2976.0,15273.0,5058138.0,860.4477076672661
2021,España,Comunidade Valenciana,2389.0,15273.0,5058138.0,860.4477076672661
2022,España,Comunidade Valenciana,5404.5,15273.0,5058138.0,860.4477076672661
2023,España,Comunidade Valenciana,5530.0,15273.0,5058138.0,860.4477076672661
2024,España,Comunidade Valenciana,2475.5,15273.0,5058138.0,860.4477076672661
2020,España,Galicia,56.5,15409.0,2695645.0,100.85216305471133
2022,España,Galicia,69.0,15409.0,2695645.0,100.85216305471133
2023,España,Galicia,57.0,15409.0,2695645.0,100.85216305471133
2019,España,Madrid,1040.0,19206.0,6751251.0,477.5041543325451
2020,España,Madrid,2161.0,19206.0,6751251.0,477.5041543325451
2021,España,Madrid,1207.5,19206.0,6751251.0,477.5041543325451
2022,España,Madrid,4037.0,19206.0,6751251.0,477.5041543325451
2023,España,Madrid,5679.0,19206.0,6751251.0,477.5041543325451
2024,España,Madrid,3285.5,19206.0,6751251.0,477.5041543325451
2019,España,Murcia,195.5,13994.0,1518486.0,897.2445311798268
2020,España,Murcia,81.0,13994.0,1518486.0,897.2445311798268
2021,España,Murcia,122.5,13994.0,1518486.0,897.2445311798268
2022,España,Murcia,167.0,13994.0,1518486.0,897.2445311798268
2023,España,Murcia,206.5,13994.0,1518486.0,897.2445311798268
2019,España,Navarra,181.0,20955.0,661537.0,631.4674357028306
2020,España,Navarra,173.0,20955.0,661537.0,631.4674357028306
2021,España,Navarra,245.5,20955.0,661537.0,631.4674357028306
2022,España,Navarra,115.0,20955.0,661537.0,631.4674357028306
2023,España,Navarra,301.0,20955.0,661537.0,631.4674357028306
2024,España,Navarra,77.0,20955.0,661537.0,631.4674357028306
2019,España,País Vasco,475.5,21114.0,2213993.0,533.5141106571562
2020,España,País Vasco,655.5,21114.0,2213993.0,533.5141106571562
2021,España,País Vasco,607.0,21114.0,2213993.0,533.5141106571562
2022,España,País Vasco,587.5,21114.0,2213993.0,533.5141106571562
2023,España,País Vasco,816.5,21114.0,2213993.0,533.5141106571562
2024,España,País Vasco,321.5,21114.0,2213993.0,533.5141106571562
2020,España,La Rioja,67.0,17420.0,319796.0,531.6125252041631
2022,España,La Rioja,42.0,17420.0,319796.0,531.6125252041631
2023,España,La Rioja,75.0,17420.0,319796.0,531.6125252041631
2024,España,La Rioja,50.0,17420.0,319796.0,531.6125252041631
2019,Europa,Alemania,367.5,17874.23043095866,83132799.0,2451.872386043581
2020,Europa,Alemania,33.0,17874.23043095866,83132799.0,2451.872386043581
2021,Europa,Alemania,107.5,17874.23043095866,83132799.0,2451.872386043581
2022,Europa,Alemania,249.5,17874.23043095866,83132799.0,2451.872386043581
2023,Europa,Alemania,250.5,17874.23043095866,83132799.0,2451.872386043581
2020,Europa,Andorra,41.0,,77142.0,988.318227096912
2021,Europa,Andorra,32.0,,77142.0,988.318227096912
2023,Europa,Andorra,37.0,,77142.0,988.318227096912
2023,Europa,Austria,41.0,18972.73526824978,8877067.0,2529.8326797288146
2019,Europa,Bélgica,107.5,17027.26473175022,11484055.0,1900.224810596019
2021,Europa,Bélgica,102.5,17027.26473175022,11484055.0,1900.224810596019
2022,Europa,Bélgica,140.0,17027.26473175022,11484055.0,1900.224810596019
2023,Europa,Bélgica,142.5,17027.26473175022,11484055.0,1900.224810596019
2019,Europa,Francia,776.0,16095.866314863677,67059887.0,733.0657103226354
2020,Europa,Francia,762.5,16095.866314863677,67059887.0,733.0657103226354
2021,Europa,Francia,687.5,16095.866314863677,67059887.0,733.0657103226354
2022,Europa,Francia,1387.0,16095.866314863677,67059887.0,733.0657103226354
2023,Europa,Francia,1375.0,16095.866314863677,67059887.0,733.0657103226354
2019,Europa,Israel,140.0,10802.110817941952,9053300.0,4944.468673556564
2022,Europa,Israel,91.0,10802.110817941952,9053300.0,4944.468673556564
2023,Europa,Israel,99.0,10802.110817941952,9053300.0,4944.468673556564
2019,Europa,Italia,52.5,13428.320140721196,60297396.0,2151.6172616280105
2021,Europa,Italia,34.0,13428.320140721196,60297396.0,2151.6172616280105
2022,Europa,Italia,79.0,13428.320140721196,60297396.0,2151.6172616280105
2023,Europa,Italia,86.5,13428.320140721196,60297396.0,2151.6172616280105
2019,Europa,Países Bajos,406.0,18891.820580474934,17332850.0,2185.4163910234147
2020,Europa,Países Bajos,163.5,18891.820580474934,17332850.0,2185.4163910234147
2021,Europa,Países Bajos,265.0,18891.820580474934,17332850.0,2185.4163910234147
2022,Europa,Países Bajos,538.5,18891.820580474934,17332850.0,2185.4163910234147
2023,Europa,Países Bajos,571.5,18891.820580474934,17332850.0,2185.4163910234147
2022,Europa,Polonia,40.0,9945.47053649956,37970874.0,3389.0206444023083
2019,Europa,Portugal,31.0,9547.053649956024,10269417.0,409.3058070431837
2021,Europa,Portugal,45.0,9547.053649956024,10269417.0,409.3058070431837
2019,Europa,Reino Unido,213.5,14869.832893579594,66834405.0,2091.706097384952
2020,Europa,Reino Unido,68.0,14869.832893579594,66834405.0,2091.706097384952
2021,Europa,Reino Unido,86.0,14869.832893579594,66834405.0,2091.706097384952
2022,Europa,Reino Unido,116.0,14869.832893579594,66834405.0,2091.706097384952
2023,Europa,Reino Unido,374.5,14869.832893579594,66834405.0,2091.706097384952
2022,Europa,Suiza,86.0,20657.87159190853,8574832.0,1867.6162418859487
2023,Europa,Suiza,70.0,20657.87159190853,8574832.0,1867.6162418859487
2019,Europa,Total,2791.0,,,
2020,Europa,Total,1751.0,,,
2021,Europa,Total,1865.5,,,
2022,Europa,Total,3764.0,,,
2023,Europa,Total,4152.0,,,
2019,Europa,Total América,32.0,,,
2022,Europa,Total América,31.0,,,
2023,Europa,Total América,50.0,,,
2023,Europa,Total América del Norte,46.0,,,
2019,Europa,Total Asia,246.0,,,
2022,Europa,Total Asia,130.0,,,
2023,Europa,Total Asia,132.0,,,
2019,Europa,Total Europa,2554.5,,,
2020,Europa,Total Europa,1710.0,,,
2021,Europa,Total Europa,1808.5,,,
2022,Europa,Total Europa,3512.5,,,
2023,Europa,Total Europa,3794.0,,,
2019,Europa,Total Unión Europea,2170.0,,,
2020,Europa,Total Unión Europea,1374.5,,,
2021,Europa,Total Unión Europea,1568.5,,,
2022,Europa,Total Unión Europea,3027.5,,,
2023,Europa,Total Unión Europea,3047.0,,,
